-0.03276800000,-0.00192,-0.16000
-0.03276400000,-0.00224,-0.16000
-0.03276000313,-0.00216,-0.16000
-0.03275600000,-0.00176,-0.16000
-0.03275200000,-0.00192,-0.16000
-0.03274800000,-0.00168,-0.16000
-0.03274400313,-0.00192,-0.16000
-0.03274000000,-0.00176,-0.16000
-0.03273600000,-0.00288,-0.16000
-0.03273200000,-0.00160,-0.16000
-0.03272800000,-0.00232,-0.16000
-0.03272400000,-0.00176,-0.16000
-0.03272000000,-0.00192,-0.16000
-0.03271600313,-0.00192,-0.16000
-0.03271200000,-0.00216,-0.16000
-0.03270800000,-0.00192,-0.16000
-0.03270400000,-0.00192,-0.16000
-0.03270000313,-0.00128,-0.16000
-0.03269600000,-0.00192,-0.16000
-0.03269200000,-0.00248,-0.08000
-0.03268800000,-0.00152,-0.16000
-0.03268400313,-0.00160,-0.16000
-0.03268000000,-0.00096,-0.16000
-0.03267600000,-0.00192,-0.16000
-0.03267200000,-0.00120,-0.16000
-0.03266800313,-0.00136,-0.16000
-0.03266400000,-0.00144,-0.16000
-0.03266000000,-0.00168,-0.16000
-0.03265600000,-0.00096,-0.16000
-0.03265200313,-0.00040,-0.16000
-0.03264800000,-0.00112,-0.16000
-0.03264400000,-0.00064,-0.24000
-0.03264000000,-0.00112,-0.16000
-0.03263600313,-0.00040,-0.16000
-0.03263200000,-0.00128,-0.16000
-0.03262800000,-0.00096,-0.16000
-0.03262400000,-0.00144,-0.16000
-0.03262000313,-0.00104,-0.16000
-0.03261600000,-0.00096,-0.16000
-0.03261200000,0.00008,-0.16000
-0.03260800000,-0.00080,-0.16000
-0.03260400000,-0.00072,-0.16000
-0.03260000000,-0.00072,-0.16000
-0.03259600000,0.00024,-0.16000
-0.03259200313,-0.00072,-0.16000
-0.03258800000,-0.00072,-0.16000
-0.03258400000,-0.00072,-0.16000
-0.03258000000,-0.00024,-0.16000
-0.03257600313,-0.00088,-0.16000
-0.03257200000,0.00016,-0.16000
-0.03256800000,-0.00008,-0.16000
-0.03256400000,0.00032,-0.16000
-0.03256000313,-0.00024,-0.16000
-0.03255600000,-0.00048,-0.16000
-0.03255200000,-0.00032,-0.16000
-0.03254800000,-0.00080,-0.16000
-0.03254400313,-0.00008,-0.16000
-0.03254000000,0.00040,-0.16000
-0.03253600000,0.00080,-0.16000
-0.03253200000,0.00024,-0.16000
-0.03252800313,-0.00008,-0.16000
-0.03252400000,0.00040,-0.16000
-0.03252000000,0.00,-0.16000
-0.03251600313,0.00088,-0.16000
-0.03251200313,0.00024,-0.16000
-0.03250800000,0.00064,-0.16000
-0.03250400000,0.00080,-0.16000
-0.03250000313,0.00040,-0.16000
-0.03249600313,0.00040,-0.16000
-0.03249200000,0.00104,-0.16000
-0.03248800000,0.00080,-0.16000
-0.03248400313,0.00136,-0.16000
-0.03248000000,0.00160,-0.16000
-0.03247600000,0.00112,-0.16000
-0.03247200000,0.00080,-0.16000
-0.03246800313,0.00064,-0.16000
-0.03246400000,0.00160,-0.16000
