-1.18E-05,8.63E-02,6.00E-02
-1.16E-05,8.39E-02,5.76E-02
-1.14E-05,8.15E-02,5.52E-02
-1.12E-05,8.23E-02,5.60E-02
-1.10E-05,7.99E-02,5.36E-02
-1.08E-05,8.15E-02,5.52E-02
-1.06E-05,7.83E-02,5.20E-02
-1.04E-05,7.83E-02,5.20E-02
-1.02E-05,7.44E-02,4.81E-02
-1.00E-05,7.51E-02,4.88E-02
-9.80E-06,7.75E-02,5.12E-02
-9.60E-06,7.27E-02,4.64E-02
-9.40E-06,7.67E-02,5.04E-02
-9.20E-06,7.44E-02,4.81E-02
-9.00E-06,7.11E-02,4.48E-02
-8.80E-06,7.03E-02,4.40E-02
-8.60E-06,7.19E-02,4.56E-02
-8.40E-06,6.87E-02,4.24E-02
-8.20E-06,7.19E-02,4.56E-02
-8.00E-06,6.71E-02,4.08E-02
-7.80E-06,7.03E-02,4.40E-02
-7.60E-06,6.87E-02,4.24E-02
-7.40E-06,6.56E-02,3.93E-02
-7.20E-06,6.79E-02,4.16E-02
-7.00E-06,6.48E-02,3.85E-02
-6.80E-06,6.40E-02,3.77E-02
-6.60E-06,6.56E-02,3.93E-02
-6.40E-06,6.63E-02,4.00E-02
-6.20E-06,6.08E-02,3.45E-02
-6.00E-06,6.00E-02,3.37E-02
-5.80E-06,6.56E-02,3.93E-02
-5.60E-06,6.31E-02,3.68E-02
-5.40E-06,6.00E-02,3.37E-02
-5.20E-06,6.24E-02,3.61E-02
-5.00E-06,5.76E-02,3.13E-02
-4.80E-06,6.08E-02,3.45E-02
-4.60E-06,5.60E-02,2.97E-02
-4.40E-06,5.92E-02,3.29E-02
-4.20E-06,5.76E-02,3.13E-02
-4.00E-06,5.76E-02,3.13E-02
-3.80E-06,5.60E-02,2.97E-02
-3.60E-06,5.52E-02,2.89E-02
-3.40E-06,5.92E-02,3.29E-02
-3.20E-06,5.76E-02,3.13E-02
-3.00E-06,5.44E-02,2.81E-02
-2.80E-06,5.52E-02,2.89E-02
-2.60E-06,5.28E-02,2.65E-02
-2.40E-06,5.44E-02,2.81E-02
-2.20E-06,5.20E-02,2.57E-02
-2.00E-06,5.52E-02,2.89E-02
-1.80E-06,5.20E-02,2.57E-02
-1.60E-06,5.44E-02,2.81E-02
-1.40E-06,5.12E-02,2.49E-02
-1.20E-06,4.96E-02,2.33E-02
-1.00E-06,5.28E-02,2.65E-02
-8.00E-07,5.12E-02,2.49E-02
-6.00E-07,4.80E-02,2.17E-02
-4.00E-07,4.88E-02,2.25E-02
-2.00E-07,5.12E-02,2.49E-02
1.48E-12,4.80E-02,2.17E-02
2.00E-07,5.04E-02,2.41E-02
4.00E-07,4.96E-02,2.33E-02
6.00E-07,4.72E-02,2.09E-02
8.00E-07,4.72E-02,2.09E-02
1.00E-06,4.88E-02,2.25E-02
1.20E-06,4.48E-02,1.85E-02
1.40E-06,4.80E-02,2.17E-02
1.60E-06,4.72E-02,2.09E-02
1.80E-06,4.48E-02,1.85E-02
2.00E-06,4.40E-02,1.77E-02
2.20E-06,4.72E-02,2.09E-02
2.40E-06,4.40E-02,1.77E-02
2.60E-06,4.72E-02,2.09E-02
2.80E-06,4.24E-02,1.61E-02
3.00E-06,4.56E-02,1.93E-02
3.20E-06,4.56E-02,1.93E-02
3.40E-06,4.08E-02,1.45E-02
3.60E-06,4.48E-02,1.85E-02
3.80E-06,4.32E-02,1.69E-02
4.00E-06,4.48E-02,1.85E-02
4.20E-06,4.16E-02,1.53E-02
4.40E-06,4.08E-02,1.45E-02
4.60E-06,4.40E-02,1.77E-02
4.80E-06,4.32E-02,1.69E-02
5.00E-06,4.00E-02,1.37E-02
5.20E-06,4.24E-02,1.61E-02
5.40E-06,3.92E-02,1.29E-02
5.60E-06,3.92E-02,1.29E-02
5.80E-06,4.32E-02,1.69E-02
6.00E-06,3.92E-02,1.29E-02
6.20E-06,4.32E-02,1.69E-02
6.40E-06,3.76E-02,1.13E-02
6.60E-06,4.08E-02,1.45E-02
6.80E-06,4.16E-02,1.53E-02
7.00E-06,3.84E-02,1.21E-02
7.20E-06,3.92E-02,1.29E-02
7.40E-06,4.08E-02,1.45E-02
7.60E-06,3.92E-02,1.29E-02
7.80E-06,3.84E-02,1.21E-02
8.00E-06,3.92E-02,1.29E-02
8.20E-06,3.68E-02,1.05E-02
8.40E-06,4.08E-02,1.45E-02
8.60E-06,3.60E-02,9.70E-03
8.80E-06,3.92E-02,1.29E-02
9.00E-06,3.76E-02,1.13E-02
9.20E-06,3.92E-02,1.29E-02
9.40E-06,3.68E-02,1.05E-02
9.60E-06,3.92E-02,1.29E-02
9.80E-06,3.60E-02,9.70E-03
1.00E-05,3.76E-02,1.13E-02
1.02E-05,3.60E-02,9.70E-03
1.04E-05,3.84E-02,1.21E-02
1.06E-05,3.44E-02,8.10E-03
1.08E-05,3.92E-02,1.29E-02
1.10E-05,3.60E-02,9.70E-03
1.12E-05,3.76E-02,1.13E-02
1.14E-05,3.44E-02,8.10E-03
1.16E-05,3.68E-02,1.05E-02
1.18E-05,3.52E-02,8.90E-03
1.20E-05,3.68E-02,1.05E-02
1.22E-05,3.60E-02,9.70E-03
1.24E-05,3.44E-02,8.10E-03
1.26E-05,3.68E-02,1.05E-02
1.28E-05,3.60E-02,9.70E-03
1.30E-05,3.44E-02,8.10E-03
1.32E-05,3.68E-02,1.05E-02
1.34E-05,3.36E-02,7.30E-03
1.36E-05,3.60E-02,9.70E-03
1.38E-05,3.44E-02,8.10E-03
1.40E-05,3.36E-02,7.30E-03
1.42E-05,3.76E-02,1.13E-02
1.44E-05,3.68E-02,1.05E-02
1.46E-05,3.20E-02,5.70E-03
1.48E-05,3.68E-02,1.05E-02
1.50E-05,3.28E-02,6.50E-03
1.52E-05,3.52E-02,8.90E-03
1.54E-05,3.20E-02,5.70E-03
1.56E-05,3.28E-02,6.50E-03
1.58E-05,3.52E-02,8.90E-03
1.60E-05,3.44E-02,8.10E-03
1.62E-05,3.20E-02,5.70E-03
1.64E-05,3.44E-02,8.10E-03
1.66E-05,3.20E-02,5.70E-03
1.68E-05,3.04E-02,4.10E-03
1.70E-05,3.60E-02,9.70E-03
1.72E-05,3.44E-02,8.10E-03
1.74E-05,3.12E-02,4.90E-03
1.76E-05,3.12E-02,4.90E-03
1.78E-05,3.44E-02,8.10E-03
1.80E-05,3.44E-02,8.10E-03
1.82E-05,3.12E-02,4.90E-03
1.84E-05,3.12E-02,4.90E-03
1.86E-05,3.36E-02,7.30E-03
1.88E-05,3.44E-02,8.10E-03
1.90E-05,3.04E-02,4.10E-03
1.92E-05,3.12E-02,4.90E-03
1.94E-05,3.28E-02,6.50E-03
1.96E-05,3.44E-02,8.10E-03
1.98E-05,3.12E-02,4.90E-03
2.00E-05,3.28E-02,6.50E-03
2.02E-05,3.04E-02,4.10E-03
2.04E-05,3.28E-02,6.50E-03
2.06E-05,2.96E-02,3.30E-03
2.08E-05,3.28E-02,6.50E-03
2.10E-05,3.04E-02,4.10E-03
2.12E-05,3.04E-02,4.10E-03
2.14E-05,3.28E-02,6.50E-03
2.16E-05,2.96E-02,3.30E-03
2.18E-05,3.28E-02,6.50E-03
2.20E-05,3.28E-02,6.50E-03
2.22E-05,2.88E-02,2.50E-03
2.24E-05,3.28E-02,6.50E-03
2.26E-05,2.88E-02,2.50E-03
2.28E-05,2.96E-02,3.30E-03
2.30E-05,3.36E-02,7.30E-03
2.32E-05,2.96E-02,3.30E-03
2.34E-05,3.28E-02,6.50E-03
2.36E-05,3.12E-02,4.90E-03
2.38E-05,2.88E-02,2.50E-03
2.40E-05,2.88E-02,2.50E-03
2.42E-05,3.12E-02,4.90E-03
2.44E-05,3.28E-02,6.50E-03
2.46E-05,2.88E-02,2.50E-03
2.48E-05,3.20E-02,5.70E-03
2.50E-05,2.88E-02,2.50E-03
2.52E-05,2.96E-02,3.30E-03
2.54E-05,3.12E-02,4.90E-03
2.56E-05,3.12E-02,4.90E-03
2.58E-05,2.96E-02,3.30E-03
2.60E-05,3.04E-02,4.10E-03
2.62E-05,2.88E-02,2.50E-03
2.64E-05,2.88E-02,2.50E-03
2.66E-05,3.28E-02,6.50E-03
2.68E-05,3.28E-02,6.50E-03
2.70E-05,2.88E-02,2.50E-03
2.72E-05,2.80E-02,1.70E-03
2.74E-05,3.20E-02,5.70E-03
2.76E-05,3.12E-02,4.90E-03
2.78E-05,2.88E-02,2.50E-03
2.80E-05,2.88E-02,2.50E-03
2.82E-05,3.28E-02,6.50E-03
